,0,1,2,3,4,5
236,Hsa.9817,T50334,3' UTR,2a,72201,14-3-3-LIKE PROTEIN GF14 OMEGA (Arabidopsis thaliana)
237,Hsa.21339,R07007,3' UTR,2a,126689,RNA-BINDING PROTEIN FUS/TLS (Homo sapiens)
238,Hsa.100,H48027,3' UTR,1,193650,ATP SYNTHASE LIPID-BINDING PROTEIN P1 PRECURSOR (HUMAN);.
239,Hsa.8656,T40507,3' UTR,2a,60424,CCAAT-BINDING TRANSCRIPTION FACTOR I SUBUNIT A (Homo sapiens)
240,Hsa.951,M36981,gene,1,N/A,"""Human putative NDP kinase (nm23-H2S) mRNA, complete cds.                                                                                                                                                                                              """
241,Hsa.1847,M58297,gene,1,N/A,ZINC FINGER PROTEIN 42 (HUMAN);.
242,Hsa.9623,R82938,3' UTR,2a,187134,PLACENTAL CALCIUM-BINDING PROTEIN (Homo sapiens)
243,Hsa.8606,T70063,3' UTR,2a,80947,EUKARYOTIC INITIATION FACTOR 4 GAMMA (Oryctolagus cuniculus)
244,Hsa.692,M76378,gene,1,N/A,"""Human cysteine-rich protein (CRP) gene, exons 5 and 6.                                                                                                                                                                                                """
245,Hsa.918,K01144,gene,1,N/A,"""Human major histocompatibility class II antigen gamma chain mRNA, complete cds.                                                                                                                                                                       """
246,Hsa.13102,T79813,3' UTR,2a,114014,CLATHRIN COAT ASSEMBLY PROTEIN AP17 (Rattus norvegicus)
247,Hsa.8177,R16255,3' UTR,2a,53079,SERINE/THREONINE PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT 2 (Homo sapiens)
248,Hsa.8147,M63391,gene,1,N/A,"""Human desmin gene, complete cds.                                                                                                                                                                                                                     """
249,Hsa.1532,U20982,gene,1,N/A,"""Human insulin-like growth factor binding protein-4 (IGFBP4) gene, promoter and complete cds.                                                                                                                                                         """
250,Hsa.41315,U37012,gene,1,N/A,"""Human cleavage and polyadenylation specificity factor mRNA, complete cds.                                                                                                                                                                           """
251,Hsa.921,T51613,3' UTR,1,72433,UBIQUINOL-CYTOCHROME C REDUCTASE 11 KD PROTEIN (HUMAN).
252,Hsa.3045,X66363,gene,1,N/A,SERINE/THREONINE-PROTEIN KINASE PCTAIRE-1 (HUMAN);contains MER22 repetitive element ;.
253,Hsa.628,H80975,3' UTR,1,240954,PLASMA PROTEASE C1 INHIBITOR PRECURSOR (HUMAN);.
254,Hsa.1070,H82746,3' UTR,1,249172,U1 SMALL NUCLEAR RIBONUCLEOPROTEIN C (HUMAN);.
255,Hsa.2714,X69878,gene,1,N/A,H.sapiens Flt4 mRNA for transmembrane tyrosine kinase.
256,Hsa.2613,X61123,gene,1,N/A,Human BTG1 mRNA.
257,Hsa.823,M16937,gene,1,N/A,"""Human homeo box c1 protein, mRNA, complete cds.                                                                                                                                                                                                       """
258,Hsa.231,X54163,gene,1,N/A,"""TROPONIN I, CARDIAC MUSCLE (HUMAN);contains element MER22 repetitive element ;.                                                                                                                                                                       """
259,i,N/A,N/A,N/A,N/A,control
260,i,N/A,N/A,N/A,N/A,control
261,i,N/A,N/A,N/A,N/A,control
262,i,N/A,N/A,N/A,N/A,control
263,Hsa.996,M26252,gene,1,N/A,"""PYRUVATE KINASE, M2 ISOZYME (HUMAN);.                                                                                                                                                                                                                 """
264,Hsa.9372,R72300,3' UTR,2a,155939,INITIATION FACTOR 5A (Homo sapiens)
265,Hsa.33572,H01346,3' UTR,2a,147419,EUKARYOTIC INITIATION FACTOR 4 GAMMA (Homo sapiens)
266,Hsa.692,M76378,gene,1,N/A,"""Human cysteine-rich protein (CRP) gene, exons 5 and 6.                                                                                                                                                                                                """
267,Hsa.1825,T62633,3' UTR,1,79623,"""HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DR-1 BETA CHAIN (HUMAN);.                                                                                                                                                                            """
268,Hsa.2806,X77956,gene,1,N/A,H.sapiens Id1 mRNA.
269,Hsa.38375,R92729,3' UTR,2a,195957,X BOX BINDING PROTEIN-1 (Homo sapiens)
270,Hsa.81,D14520,gene,1,N/A,"""Human mRNA for GC-Box binding protein BTEB2, complete cds.                                                                                                                                                                                             """
271,Hsa.5122,X05196,gene,1,N/A,Human aldolase C gene.
272,Hsa.2933,T69748,3' UTR,1,108186,PHOSPHOGLYCERATE KINASE 1 (HUMAN);.
273,Hsa.3440,X82456,gene,1,N/A,H.sapiens MLN50 mRNA.
274,Hsa.539,U14971,gene,1,N/A,"""Human ribosomal protein S9 mRNA, complete cds.                                                                                                                                                                                                        """
275,Hsa.10358,T53694,3' UTR,2a,69762,"""COMPLEMENT C1Q SUBCOMPONENT, A CHAIN PRECURSOR (Homo sapiens)                                                                                                                                                                               """
276,Hsa.8658,R54941,3' UTR,2a,154560,GUANYLATE KINASE HOMOLOG (Vaccinia virus)
277,Hsa.3769,R83904,3' UTR,2a,186645,ER LUMEN PROTEIN RETAINING RECEPTOR 1 (Homo sapiens)
278,Hsa.41126,K03460,gene,1,N/A,"""Human alpha-tubulin isotype H2-alpha gene, last exon.                                                                                                                                                                                               """
279,Hsa.854,J05272,gene,1,N/A,INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE 1 (HUMAN);.
280,Hsa.3001,T79152,3' UTR,1,113545,60S RIBOSOMAL PROTEIN L19 (HUMAN);.
281,Hsa.3031,T46888,3' UTR,1,78863,"""SUPEROXIDE DISMUTASE ,.                                                                                                                                                                                                                       """
282,Hsa.80,T69446,3' UTR,1,82983,EUKARYOTIC INITIATION FACTOR 4A-I (HUMAN);.
283,Hsa.29228,H38185,3' UTR,2a,191586,ACYL-COA-BINDING PROTEIN (Homo sapiens)
284,Hsa.20034,T99498,3' UTR,2a,122563,SERINE/THREONINE-PROTEIN KINASE PAK (Rattus norvegicus)
285,Hsa.43279,H64489,3' UTR,2a,238846,LEUKOCYTE ANTIGEN CD37 (Homo sapiens)
286,Hsa.1050,M84739,gene,1,N/A,"""Human autoantigen calreticulin mRNA, complete cds.                                                                                                                                                                                                   """
287,Hsa.9407,T48102,3' UTR,2a,72159,PROTEIN C PRECURSOR (Homo sapiens)
288,Hsa.39432,R95874,3' UTR,2a,199264,RETROVIRUS-RELATED ENV POLYPROTEIN (Homo sapiens)
289,Hsa.21660,R52271,3' UTR,2a,154410,OUTER MEMBRANE USHER PROTEIN PAPC PRECURSOR (Escherichia coli)
290,Hsa.9720,T49838,3' UTR,2a,68655,IMMEDIATE-EARLY PROTEIN IE180 (Pseudorabies virus)
291,Hsa.3063,Z22658,gene,1,N/A,H.sapiens thrombin inhibitor mRNA.
292,Hsa.2829,X57206,gene,1,N/A,H.sapiens mRNA for 1D-myo-inositol-trisphosphate 3-kinase B isoenzyme.
293,Hsa.1719,L26405,gene,1,N/A,"""Homo sapiens (huc) mRNA, complete cds.                                                                                                                                                                                                               """
294,Hsa.2795,X15183,gene,1,N/A,Human mRNA for 90-kDa heat-shock protein.
295,Hsa.994,M86400,gene,1,N/A,"""Human phospholipase A2 mRNA, complete cds.                                                                                                                                                                                                            """
296,Hsa.6165,H03461,3' UTR,2a,150945,MITOCHONDRIAL PROTEIN IMPORT PROTEIN 2 (Saccharomyces cerevisiae)
297,Hsa.19784,T98616,3' UTR,2a,122178,MIXED LINEAGE KINASE 2 (Homo sapiens)
298,Hsa.5544,T55248,3' UTR,1,74314,78 KD GLUCOSE REGULATED PROTEIN PRECURSOR (HUMAN).
299,Hsa.17256,T91043,3' UTR,2a,112500,TYROSINE-PROTEIN KINASE RECEPTOR UFO PRECURSOR (Homo sapiens)
300,Hsa.1178,X61971,gene,1,N/A,H.sapiens mRNA for macropain subunit delta.
301,Hsa.26767,R34701,3' UTR,2a,136729,TRANS-ACTING TRANSCRIPTIONAL PROTEIN ICP4 (Varicella-zoster virus)
302,Hsa.41259,Z14000,gene,1,N/A,RING1 PROTEIN (HUMAN);.
303,Hsa.3180,X87342,gene,1,N/A,H.sapiens mRNA for human giant larvae homolog.
304,Hsa.2905,Z11584,gene,1,N/A,H.sapiens mRNA for NuMA protein.
305,Hsa.1534,J00231,gene,1,N/A,Human Ig gamma3 heavy chain disease OMM protein mRNA.
306,Hsa.1166,Z11692,gene,1,N/A,H.sapiens mRNA for elongation factor 2.
307,Hsa.2779,X16135,gene,1,N/A,"""Human mRNA for novel heterogeneous nuclear RNP protein, L protein.                                                                                                                                                                                   """
308,Hsa.14229,T70331,3' UTR,2a,67043,SINGLE-MINDED PROTEIN (Drosophila melanogaster)
309,Hsa.787,T48296,3' UTR,1,74055,GUANINE NUCLEOTIDE-BINDING PROTEIN G(I)/G(S)/G(T) BETA SUBUNIT (HUMAN).
310,Hsa.1478,H82820,3' UTR,1,199043,GLYCOPHORIN B PRECURSOR (HUMAN);.
311,Hsa.1722,M86752,gene,1,N/A,TRANSFORMATION-SENSITIVE PROTEIN IEF SSP 3521 (HUMAN);.
312,Hsa.26914,R41827,3' UTR,2a,31731,SIGNAL RECOGNITION PARTICLE 72 KD PROTEIN (Canis familiaris)
313,Hsa.122,D14696,gene,1,N/A,Human mRNA (KIAA0026) for ORF (complete cds) and HepG2 mRNA identical sequence.
314,Hsa.2768,X63187,gene,1,N/A,H.sapiens HE4 mRNA for extracellular proteinase inhibitor homologue.
315,Hsa.41279,U26401,gene,1,N/A,"""Human galactokinase (galK) mRNA, complete cds.                                                                                                                                                                                                      """
316,Hsa.891,M19045,gene,1,N/A,"""Human lysozyme mRNA, complete cds.                                                                                                                                                                                                                    """
317,Hsa.3272,T65580,3' UTR,1,21725,TUBULIN BETA-1 CHAIN (HUMAN);.
318,Hsa.9285,T47562,3' UTR,2a,71242,ER LUMEN PROTEIN RETAINING RECEPTOR 1 (Homo sapiens)
319,Hsa.1263,M69238,gene,1,N/A,"""Human aryl hydrocarbon receptor nuclear translocator (ARNT) mRNA, complete cds.                                                                                                                                                                      """
320,Hsa.2902,T48386,3' UTR,1,74212,P68 PROTEIN (HUMAN).
321,Hsa.1063,X62055,gene,1,N/A,H.sapiens PTP1C mRNA for protein-tyrosine phosphatase 1C.
322,Hsa.3307,U28963,gene,1,N/A,"""Human Gps2 (GPS2) mRNA, complete cds.                                                                                                                                                                                                                """
323,Hsa.25847,R85616,3' UTR,2a,275048,14-3-3-LIKE PROTEIN (Xenopus laevis)
324,Hsa.19003,Z46389,gene,1,N/A,Homo sapiens encoding vasodilator-stimulated phosphoprotein (VASP).
325,Hsa.256,L10911,gene,1,N/A,"""Homo sapiens splicing factor (CC1.4) mRNA, complete cds.                                                                                                                                                                                              """
326,Hsa.41347,U37408,gene,1,N/A,"""Human CtBP mRNA, complete cds.                                                                                                                                                                                                                      """
327,Hsa.3121,H40705,3' UTR,1,191092,"""MYOSIN REGULATORY LIGHT CHAIN 2, NONSARCOMERIC (HUMAN);.                                                                                                                                                                                     """
328,Hsa.1044,M65028,gene,1,N/A,"""Human hnRNP type A/B protein mRNA, complete cds.                                                                                                                                                                                                     """
329,Hsa.11352,T59406,3' UTR,2a,75852,LYMPHOID ENHANCER BINDING FACTOR 1 (Mus musculus)
330,Hsa.2917,X62153,gene,1,N/A,H.sapiens mRNA for P1 protein (P1.h).
331,Hsa.13598,T72582,3' UTR,2a,22042,GLUTAMATE RECEPTOR 5 PRECURSOR (Homo sapiens)
332,Hsa.1391,M16447,gene,1,N/A,"""Human dihydropteridine reductase (hDHPR) mRNA, complete cds.                                                                                                                                                                                         """
333,Hsa.698,H65823,3' UTR,1,210511,CYSTATIN B (HUMAN);.
334,Hsa.27324,R54837,3' UTR,2a,154443,INTERFERON ALPHA-6 PRECURSOR (Homo sapiens)
335,Hsa.1738,H46732,3' UTR,1,177923,14 KD PROTEIN OF SIGNAL RECOGNITION PARTICLE (HUMAN);contains PTR5 repetitive element ;.
336,Hsa.14360,R39681,3' UTR,2a,24083,EUKARYOTIC INITIATION FACTOR 4 GAMMA (Homo sapiens)
337,Hsa.9738,R41941,3' UTR,2a,31221,PROTEIN-TYROSINE PHOSPHATASE MEG2 (Homo sapiens)
338,Hsa.1804,M93010,gene,1,N/A,"""Human epithelial cell marker protein 1 (HMe1) mRNA, complete cds.                                                                                                                                                                                    """
